web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622316332-4728","https://www.bi.go.id/bisaid","-","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Z5b8fGDlywa4DWCNbN544A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622315498-4467","https://www.bi.go.id/bisaid","IKM SANDAL","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rIJIw+f7je/pGrSjvkL1WQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","IKM SANDAL","Usaha Utama  : SANDAL","Produk Utama : SANDAL","KP.TEMBONG RT/RW  3/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","4","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Sedang","Rp. 77,70 Juta","Rp. 201,60 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 30,00 Juta","4"
"1622315236-4385","https://www.bi.go.id/bisaid","Otak-Otak Endang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=NmZ47Pi4/t6jRRtwzfWiMA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Otak-Otak Endang","Usaha Utama  : Otak-Otak","Produk Utama : Otak-Otak","Samudera No. 38 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 10,00 Juta","Rp. 15,00 Juta","5"
"1622317440-5071","https://www.bi.go.id/bisaid","ES DAWET AYU","https://www.bi.go.id/bisaid/bisaid/Detail?pm=4lqWVV1Rs45ydYZR0M5aOw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","ES DAWET AYU","Usaha Utama  : ES DAWET","Produk Utama : ES DAWET","TENGKU UMAR RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG BALAI Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 114,46 Juta","Rp. 250,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 9,00 Juta","2"
"1622315577-4491","https://www.bi.go.id/bisaid","Sari Gizi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=nKJM9RVQtzPXnrTubqj9Ng==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Sari Gizi","Usaha Utama  : Industri Makanan Ringan","Produk Utama : Makanan Ringan","Cokro Aminoto RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN REJANG LEBONG Provinsi BENGKULU 

                                        Telp : O73224341 Fax : -","Perorangan","10","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 78,80 Juta","Rp. 786,00 Juta","40 %/Tahun","Rp. 8,00 Juta","Rp. 400,00 Juta","5"
"1622316717-4851","https://www.bi.go.id/bisaid","Endang Product","https://www.bi.go.id/bisaid/bisaid/Detail?pm=RXYUUPIJwkk5HdHfpKvCLA==&mp=fOhzApotY5QnAtxxXvjAfA==","Endang Product","Usaha Utama  : Camilan","Produk Utama : Stik Vegetarian","Inpres I No.18 RT/RW  24/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 34,30 Juta","Rp. 36,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 514,00 Juta","6"
"1622315247-4388","https://www.bi.go.id/bisaid","B Joss Juice","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Sjx91uqyBlob9ezKsdkS7A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","B Joss Juice","Usaha Utama  : Jus Buah","Produk Utama : Jus Buah","Sulaiman Abdullah RT/RW  5/9/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","6"
"1622315538-4479","https://www.bi.go.id/bisaid","Industri Kerupuk Khoiri","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5j1eDxfICoy8WSX4UJeDgA==&mp=2BbfzMJpZb2nANZ3GT30ng==","Industri Kerupuk Khoiri","Usaha Utama  : Kerupuk","Produk Utama : Kemplang","Jalan R.Suprapto Lr.Swadaya RT/RW  40819 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %","Sedang","Rp. 312,00 Juta","Rp. 108,00 Juta","0 %/Tahun","Rp. 7,00 Juta","Rp. 307,00 Juta","5"
"1622314768-4238","https://www.bi.go.id/bisaid","CV Cemara Sari","https://www.bi.go.id/bisaid/bisaid/Detail?pm=SYYxP5+w+fvfjwjf5H1r3w==&mp=LhrIHvxx5uWPOvZTrS6CKw==","CV Cemara Sari","Usaha Utama  : Pembuatan Cemara dan Sanggul Tradisional dan Modern","Produk Utama : Cemara dan Sanggul Tradisional dan Modern","Nagan Kulon RT/RW  40665 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 114,00 Juta","Rp. 19,00 Juta","80 %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","6"
"1622317068-4960","https://www.bi.go.id/bisaid","Melati","https://www.bi.go.id/bisaid/bisaid/Detail?pm=1RF5AUHjDhu+vg1rQz1v1g==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Melati","Usaha Utama  : Pembuatan Dodol","Produk Utama : Dodol Nanas","Baturaja No. 10 RT/RW  40575 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","10","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 23,30 Juta","Rp. 64,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 300,00 Juta","6"
"1622315624-4506","https://www.bi.go.id/bisaid","Warung Sunda Ibu Wawan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=0Q3wB8C5AN+yxu6KEvRVzA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Sunda Ibu Wawan","Usaha Utama  : Pembuatan pakaian pesanan","Produk Utama : Pakaian wanita dan pria","Cipinang Kebembem ,PsBurung RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LOMBOK BARAT Provinsi NUSA TENGGARA BARAT 

                                        Telp : 85882561143 Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 12,40 Juta","Rp. 96,00 Juta","15 %/Tahun","Rp. 7,50 Juta","Rp. 7,00 Juta","5"
"1622315197-4375","https://www.bi.go.id/bisaid","PERCETAKAN HIKMAT","https://www.bi.go.id/bisaid/bisaid/Detail?pm=n1ALTiPb6cok8mgPREIzXQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","PERCETAKAN HIKMAT","Usaha Utama  : Percetakan","Produk Utama : -","Pembangunan/pasar Kelapa RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA CILEGON Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Tidak Ada   0,00 %","Sedang","Rp. 13,50 Juta","Rp. 288,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 12,00 Juta","3"
"1622315552-4483","https://www.bi.go.id/bisaid","Makanan Ringan Ali Udin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7AkUrtvgV0y9aV9cWglhgg==&mp=2BbfzMJpZb2nANZ3GT30ng==","Makanan Ringan Ali Udin","Usaha Utama  : Gorengan","Produk Utama : Gorengan","Jalan R.Suprapto Lr.Swadaya RT/RW  40819 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : 735326611 Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Sedang","Rp. 41,00 Juta","Rp. 374,40 Juta","0 %/Tahun","Rp. 7,00 Juta","Rp. 30,00 Juta","7"
"1622315656-4514","https://www.bi.go.id/bisaid","Kios Kelapa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Nl5Bi2DQav3MSZpJ8LM1xw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622317611-5126","https://www.bi.go.id/bisaid","Srimarsida","https://www.bi.go.id/bisaid/bisaid/Detail?pm=InCul0835rm6//zQusdC7w==&mp=fOhzApotY5QnAtxxXvjAfA==","Srimarsida","Usaha Utama  : Tenun","Produk Utama : Sarung Samarinda","P Bendahara RT/RW  02/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SAMARINDA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   20,00 %","Sedang","Rp. 116.950.000,00 Juta","Rp. 52.000.000,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 7,00 Juta","2"
"1622315574-4490","https://www.bi.go.id/bisaid","Tahu Dan Tempe Ibu Sumilah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=iDHjWSdpeUDQgk2r3hrMKQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Tahu Dan Tempe Ibu Sumilah","Usaha Utama  : Pembuatan Tempe Dan Tahu","Produk Utama : Tempe Dan Tahu","Gang Horizon RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN REJANG LEBONG Provinsi BENGKULU 

                                        Telp : 82177989920 Fax : -","Perorangan","2","Retail dan Distributor","Tidak Ada   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 20,27 Juta","Rp. 204,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 70,00 Juta","5"
"1622316623-4821","https://www.bi.go.id/bisaid","Depot Flores","https://www.bi.go.id/bisaid/bisaid/Detail?pm=sYvApX+DpcRJ/A/pCMXZyw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Depot Flores","Usaha Utama  : Pembuatan Meubel","Produk Utama : Meubel","Flores Km6 No 01 RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","14","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 323,25 Juta","Rp. 900,00 Juta","50 %/Tahun","Rp. 0,00 Juta","Rp. 150,00 Juta","9"
"1622315482-4463","https://www.bi.go.id/bisaid","KELOMPOK IKHLAS","https://www.bi.go.id/bisaid/bisaid/Detail?pm=KEfphj0FLPxGGEnqXYjzGg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","KELOMPOK IKHLAS","Usaha Utama  : Kertas Daur Ulang","Produk Utama : -","Komp.rss Pemda Blok C RT/RW  3/13/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","10","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tinggi","Rp. 173,60 Juta","Rp. 17,30 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 6,00 Juta","4"
"1622317607-5125","https://www.bi.go.id/bisaid","Sitti Paisa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=n4Bvy9ELgvThffJhXZchxw==&mp=fOhzApotY5QnAtxxXvjAfA==","Sitti Paisa","Usaha Utama  : Tenun","Produk Utama : Sarung Samarinda","Jl P Bendahara RT/RW  26/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SAMARINDA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 99.700.000,00 Juta","Rp. 52.000.000,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 90,00 Juta","3"
"1622315181-4371","https://www.bi.go.id/bisaid","PERUSAHAAN KERUPUK INAK MISAH","https://www.bi.go.id/bisaid/bisaid/Detail?pm=maYMiJK+RBHRd0tSy0Gdtg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","PERUSAHAAN KERUPUK INAK MISAH","Usaha Utama  : KERUPUK","Produk Utama : KERUPUK","DUSUN MAMBALAN RT/RW  1/1/2000 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : 0 Fax : -","Perorangan","20","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 45,65 Juta","Rp. 297,00 Juta","15 %/Tahun","Rp. 5,95 Juta","Rp. 20,00 Juta","3"
"1622317405-5061","https://www.bi.go.id/bisaid","Sumarni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MWShGCyJNKhxpko0dVdtsQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Sumarni","Usaha Utama  : Manik","Produk Utama : Taplak Meja","P Bendahara Gg Karya Muharam RT/RW  25/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SAMARINDA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %","Rendah","Rp. 209.650.000,00 Juta","Rp. 45.880.000,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 127,00 Juta","2"
"1622317310-5033","https://www.bi.go.id/bisaid","Anisa Foto Copy","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+Sa7alKSTgEdmyTmGgRKLg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Anisa Foto Copy","Usaha Utama  : Foto Copy","Produk Utama : Foto Copy,jilid, Press,ATK,dll","Samratulangi No. 32 RT/RW  3/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 81344090739 Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 245,00 Juta","Rp. 446,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 110,00 Juta","7"
"1622316556-4799","https://www.bi.go.id/bisaid","-","https://www.bi.go.id/bisaid/bisaid/Detail?pm=KhT4yiRXN62cuPRdQ6w6FA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","-","Usaha Utama  : Pengolahan Kedelai","Produk Utama : Tempe","Pembangunan I RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","2","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 52,61 Juta","Rp. 129,00 Juta","20 %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","9"
"1622314646-4196","https://www.bi.go.id/bisaid","Industri Tempe Daun","https://www.bi.go.id/bisaid/bisaid/Detail?pm=u9ZI2MiGbsQwR/wD1iHPJw==&mp=xI6rAeQkygTAn3Z625IGLg==","Industri Tempe Daun","Usaha Utama  : Tempe Rumahan","Produk Utama : Tempe","Prona 2 No 13 RT/RW  24/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 46,13 Juta","Rp. 60,48 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 30,00 Juta","4"
"1622315243-4387","https://www.bi.go.id/bisaid","Keripik Arjon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=FQSWmfvQ2DuDBCDBOzTmaA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Keripik Arjon","Usaha Utama  : Keripik Ubi","Produk Utama : -","Karimun RT/RW  2/8/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","6"
"1622316230-4695","https://www.bi.go.id/bisaid","Usaha Kipang Dan Roti Gabin Daffa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=x53KrsUNwp1vFKjRFfORzQ==&mp=2BbfzMJpZb2nANZ3GT30ng==","Usaha Kipang Dan Roti Gabin Daffa","Usaha Utama  : Kipang Dan Roti Gabin","Produk Utama : Jualan","Jl Aur Duri RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANAH DATAR Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","6","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Rendah","Rp. 5,90 Juta","Rp. 91,00 Juta","30 %/Tahun","Rp. 7,00 Juta","Rp. 6,00 Juta","5"
"1622316224-4693","https://www.bi.go.id/bisaid","Snack Ummy","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rOZ7Zn4qQKXfmSKMgnjrNw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Snack Ummy","Usaha Utama  : Snack Ummy","Produk Utama : Peyek Buah Naga","Bengkong Palapa I Kav. Sentosa RT/RW  6/7/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA B A T A M Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 10,00 Juta","Rp. 4,00 Juta","7"
"1622315685-4522","https://www.bi.go.id/bisaid","Mandiri Sasirangan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=efHbohZmPhxaQh7D5CcgfA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Mandiri Sasirangan","Usaha Utama  : Pembuatan Kain Sasirangan","Produk Utama : Kain Sasirangan","Jl.A.Yani Km.7,600 Kertak Hanyar II RT/RW  003/001 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","5","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Sedang","Rp. 22,25 Juta","Rp. 12,00 Juta","75 %/Tahun","Rp. 0,00 Juta","Rp. 70,00 Juta","7"
"1622315505-4469","https://www.bi.go.id/bisaid","KONVEKSI CIPTA BUSANA","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7A5f8wFmHF7Uf5j8uB/SjQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","KONVEKSI CIPTA BUSANA","Usaha Utama  : Penjahit Konveksi","Produk Utama : Penjahit Konveksi","Perum.bumi Agung Permai RT/RW  6/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","6","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Tinggi","Rp. 102,10 Juta","Rp. 234,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 113,00 Juta","10"
"1622314665-4203","https://www.bi.go.id/bisaid","Sri Rejeki (Artha Bakery)","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+2+LOXgF2eODX0V+bnkH4A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622317249-5015","https://www.bi.go.id/bisaid","Meubel Kahar","https://www.bi.go.id/bisaid/bisaid/Detail?pm=tokzJpz0mjgLtrdc55lQUA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Meubel Kahar","Usaha Utama  : Pembuatan Meubel","Produk Utama : Lemari","Barembeng RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Tinggi","Rp. 61,00 Juta","Rp. 95,00 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 60,00 Juta","3"
"1622314961-4302","https://www.bi.go.id/bisaid","Sumber Jati","https://www.bi.go.id/bisaid/bisaid/Detail?pm=SS62LnTfHlKuaCk8mDAUIQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Sumber Jati","Usaha Utama  : Pembuatan Kusen","Produk Utama : Kusen, Jendela, Pintu","Letjen Sutoyo RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TIMUR 

                                        Telp : - Fax : -","Perorangan","6","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 17,00 Juta","Rp. 240,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","5"
